rr_EMC2013_098	TC
rr_NHB03_018	TC
rr_NHB05_082	C/DEL
rr_NHB14_059	TC
rr_NHB15_065	TT
rr_NHB15_114	TC
rr_IB5534	TC
rr_IB6387	TT
rr_A15-074	TC
rr_FTD196_1	TC
rr_NA09_238	TC
rr_NA14_199	TC
rr_UBC66_1	TC
rr_VA05_109	TT
rr_X5817	TC
rr_PIDN4463	TC
rr_CW05_004	TC
rr_NP43508	TT
